,cpu_usage,memory_usage,network_receive_bytes,network_transmit_bytes
2025-04-23 11:38:41,0.005456845238095221,0.0,0.0,0.0
2025-04-23 11:38:56,0.005456845238095221,0.0,0.0,0.0
2025-04-23 11:39:11,0.005912202380952345,0.0,0.0,0.0
2025-04-23 11:39:26,0.005912202380952345,0.0,0.0,0.0
2025-04-23 11:39:41,0.005912202380952345,0.0,0.0,0.0
2025-04-23 11:39:56,0.005912202380952345,0.0,0.0,0.0
2025-04-23 11:40:11,0.007142361111111093,0.0,0.0,0.0
2025-04-23 11:40:26,0.007142361111111093,0.0,0.0,0.0
2025-04-23 11:40:41,0.007142361111111093,0.0,0.0,0.0
2025-04-23 11:40:56,0.007142361111111093,0.0,0.0,0.0
2025-04-23 11:41:11,0.009529226167906813,0.0,0.0,0.0
2025-04-23 11:41:26,0.009529226167906813,0.0,0.0,0.0
2025-04-23 11:41:41,0.009529226167906813,0.0,0.0,0.0
2025-04-23 11:41:56,0.009529226167906813,0.0,0.0,0.0
2025-04-23 11:42:11,0.010370535714285676,0.0,0.0,0.0
2025-04-23 11:42:26,0.010370535714285676,0.0,0.0,0.0
2025-04-23 11:42:41,0.010370535714285676,0.0,0.0,0.0
2025-04-23 11:42:56,0.010370535714285676,0.0,0.0,0.0
2025-04-23 11:43:11,0.011093796224150925,0.0,0.0,0.0
2025-04-23 11:43:26,0.011093796224150925,0.0,0.0,0.0
2025-04-23 11:43:41,0.011093796224150925,0.0,0.0,0.0
2025-04-23 11:43:56,0.011093796224150925,0.0,0.0,0.0
2025-04-23 11:44:11,0.011204365079365041,0.0,0.0,0.0
2025-04-23 11:44:26,0.011204365079365041,0.0,0.0,0.0
2025-04-23 11:44:41,0.011204365079365041,0.0,0.0,0.0
2025-04-23 11:44:56,0.011204365079365041,0.0,0.0,0.0
2025-04-23 11:45:11,0.009545178660466605,0.0,0.0,0.0
2025-04-23 11:45:26,0.009545178660466605,0.0,0.0,0.0
2025-04-23 11:45:41,0.009545178660466605,0.0,0.0,0.0
2025-04-23 11:45:56,0.009545178660466605,0.0,0.0,0.0
2025-04-23 11:46:11,0.01039930555555553,0.0,0.0,0.0
2025-04-23 11:46:26,0.01039930555555553,0.0,0.0,0.0
2025-04-23 11:46:41,0.01039930555555553,0.0,0.0,0.0
2025-04-23 11:46:56,0.01039930555555553,0.0,0.0,0.0
2025-04-23 11:47:11,0.009698908730158714,0.0,0.0,0.0
2025-04-23 11:47:26,0.009698908730158714,0.0,0.0,0.0
2025-04-23 11:47:41,0.009698908730158714,0.0,0.0,0.0
2025-04-23 11:47:56,0.009698908730158714,0.0,0.0,0.0
2025-04-23 11:48:11,0.009614583333333308,0.0,0.0,0.0
2025-04-23 11:48:26,0.009614583333333308,0.0,0.0,0.0
2025-04-23 11:48:41,0.009614583333333308,0.0,0.0,0.0
2025-04-23 11:48:56,0.009614583333333308,0.0,0.0,0.0
2025-04-23 11:49:11,0.01047465873654095,0.0,0.0,0.0
2025-04-23 11:49:26,0.01047465873654095,0.0,0.0,0.0
2025-04-23 11:49:41,0.01047465873654095,0.0,0.0,0.0
2025-04-23 11:49:56,0.01047465873654095,0.0,0.0,0.0
2025-04-23 11:50:11,0.009987557591525883,0.0,0.0,0.0
2025-04-23 11:50:26,0.009987557591525883,0.0,0.0,0.0
2025-04-23 11:50:41,0.009987557591525883,0.0,0.0,0.0
2025-04-23 11:50:56,0.009987557591525883,0.0,0.0,0.0
2025-04-23 11:51:11,0.01167157835255048,0.0,0.0,0.0
2025-04-23 11:51:26,0.01167157835255048,0.0,0.0,0.0
2025-04-23 11:51:41,0.01167157835255048,0.0,0.0,0.0
2025-04-23 11:51:56,0.01167157835255048,0.0,0.0,0.0
2025-04-23 11:52:11,0.011274801587301559,0.0,0.0,0.0
2025-04-23 11:52:26,0.011274801587301559,0.0,0.0,0.0
2025-04-23 11:52:41,0.011274801587301559,0.0,0.0,0.0
2025-04-23 11:52:56,0.011274801587301559,0.0,0.0,0.0
2025-04-23 11:53:11,0.010598710317460293,0.0,0.0,0.0
2025-04-23 11:53:26,0.010598710317460293,0.0,0.0,0.0
2025-04-23 11:53:41,0.010598710317460293,0.0,0.0,0.0
2025-04-23 11:53:56,0.010598710317460293,0.0,0.0,0.0
2025-04-23 11:54:11,0.01169146825396822,0.0,0.0,0.0
2025-04-23 11:54:26,0.01169146825396822,0.0,0.0,0.0
2025-04-23 11:54:41,0.01169146825396822,0.0,0.0,0.0
2025-04-23 11:54:56,0.01169146825396822,0.0,0.0,0.0
2025-04-23 11:55:11,0.011600694444444417,0.0,0.0,0.0
2025-04-23 11:55:26,0.011600694444444417,0.0,0.0,0.0
2025-04-23 11:55:41,0.011600694444444417,0.0,0.0,0.0
2025-04-23 11:55:56,0.011600694444444417,0.0,0.0,0.0
2025-04-23 11:56:11,0.013046626984126957,0.0,0.0,0.0
2025-04-23 11:56:26,0.013046626984126957,0.0,0.0,0.0
2025-04-23 11:56:41,0.013046626984126957,0.0,0.0,0.0
2025-04-23 11:56:56,0.013046626984126957,0.0,0.0,0.0
2025-04-23 11:57:11,0.014226249752231085,0.0,0.0,0.0
2025-04-23 11:57:26,0.014226249752231085,0.0,0.0,0.0
2025-04-23 11:57:41,0.014226249752231085,0.0,0.0,0.0
2025-04-23 11:57:56,0.014226249752231085,0.0,0.0,0.0
2025-04-23 11:58:11,0.013502536419298545,0.0,0.0,0.0
2025-04-23 11:58:26,0.013502536419298545,0.0,0.0,0.0
2025-04-23 11:58:41,0.013502536419298545,0.0,0.0,0.0
2025-04-23 11:58:56,0.013502536419298545,0.0,0.0,0.0
2025-04-23 11:59:11,0.012941026143164476,0.0,0.0,0.0
2025-04-23 11:59:26,0.012941026143164476,0.0,0.0,0.0
2025-04-23 11:59:41,0.012941026143164476,0.0,0.0,0.0
2025-04-23 11:59:56,0.012941026143164476,0.0,0.0,0.0
2025-04-23 12:00:11,0.0138005952380952,0.0,0.0,0.0
2025-04-23 12:00:26,0.0138005952380952,0.0,0.0,0.0
2025-04-23 12:00:41,0.0138005952380952,0.0,0.0,0.0
2025-04-23 12:00:56,0.0138005952380952,0.0,0.0,0.0
2025-04-23 12:01:11,0.01702827380952378,0.0,0.0,0.0
2025-04-23 12:01:26,0.01702827380952378,0.0,0.0,0.0
2025-04-23 12:01:41,0.01702827380952378,0.0,0.0,0.0
2025-04-23 12:01:56,0.01702827380952378,0.0,0.0,0.0
2025-04-23 12:02:11,0.020357058036067674,0.0,0.0,0.0
2025-04-23 12:02:26,0.020357058036067674,0.0,0.0,0.0
2025-04-23 12:02:41,0.020357058036067674,0.0,0.0,0.0
2025-04-23 12:02:56,0.020357058036067674,0.0,0.0,0.0
2025-04-23 12:03:11,0.020816877548724463,0.0,0.0,0.0
2025-04-23 12:03:26,0.020816877548724463,0.0,0.0,0.0
2025-04-23 12:03:41,0.020816877548724463,0.0,0.0,0.0
2025-04-23 12:03:56,0.020816877548724463,0.0,0.0,0.0
2025-04-23 12:04:11,0.018262896825396807,0.0,0.0,0.0
2025-04-23 12:04:26,0.018262896825396807,0.0,0.0,0.0
2025-04-23 12:04:41,0.018262896825396807,0.0,0.0,0.0
2025-04-23 12:04:56,0.018262896825396807,0.0,0.0,0.0
2025-04-23 12:05:11,0.013413634586046339,0.0,0.0,0.0
2025-04-23 12:05:26,0.013413634586046339,0.0,0.0,0.0
2025-04-23 12:05:41,0.013413634586046339,0.0,0.0,0.0
2025-04-23 12:05:56,0.013413634586046339,0.0,0.0,0.0
2025-04-23 12:06:11,0.010140915269686615,0.0,0.0,0.0
2025-04-23 12:06:26,0.010140915269686615,0.0,0.0,0.0
2025-04-23 12:06:41,0.010140915269686615,0.0,0.0,0.0
2025-04-23 12:06:56,0.010140915269686615,0.0,0.0,0.0
2025-04-23 12:07:11,0.008699900793650782,0.0,0.0,0.0
2025-04-23 12:07:26,0.008699900793650782,0.0,0.0,0.0
2025-04-23 12:07:41,0.008699900793650782,0.0,0.0,0.0
2025-04-23 12:07:56,0.008699900793650782,0.0,0.0,0.0
2025-04-23 12:08:11,0.008192426182351206,0.0,0.0,0.0
2025-04-23 12:08:26,0.008192426182351206,0.0,0.0,0.0
2025-04-23 12:08:41,0.008192426182351206,0.0,0.0,0.0
2025-04-23 12:08:56,0.008192426182351206,0.0,0.0,0.0
2025-04-23 12:09:11,0.007855654761904739,0.0,0.0,0.0
2025-04-23 12:09:26,0.007855654761904739,0.0,0.0,0.0
2025-04-23 12:09:41,0.007855654761904739,0.0,0.0,0.0
2025-04-23 12:09:56,0.007855654761904739,0.0,0.0,0.0
2025-04-23 12:10:11,0.007752480158730153,0.0,0.0,0.0
2025-04-23 12:10:26,0.007752480158730153,0.0,0.0,0.0
2025-04-23 12:10:41,0.007752480158730153,0.0,0.0,0.0
2025-04-23 12:10:56,0.007752480158730153,0.0,0.0,0.0
2025-04-23 12:11:11,0.008213823906805905,0.0,0.0,0.0
2025-04-23 12:11:26,0.008213823906805905,0.0,0.0,0.0
2025-04-23 12:11:41,0.008213823906805905,0.0,0.0,0.0
2025-04-23 12:11:56,0.008213823906805905,0.0,0.0,0.0
2025-04-23 12:12:11,0.009631488543900649,0.0,0.0,0.0
2025-04-23 12:12:26,0.009631488543900649,0.0,0.0,0.0
2025-04-23 12:12:41,0.009631488543900649,0.0,0.0,0.0
2025-04-23 12:12:56,0.009631488543900649,0.0,0.0,0.0
2025-04-23 12:13:11,0.01079365079365077,0.0,0.0,0.0
2025-04-23 12:13:26,0.01079365079365077,0.0,0.0,0.0
2025-04-23 12:13:41,0.01079365079365077,0.0,0.0,0.0
2025-04-23 12:13:56,0.01079365079365077,0.0,0.0,0.0
2025-04-23 12:14:11,0.011773264436794969,0.0,0.0,0.0
2025-04-23 12:14:26,0.011773264436794969,0.0,0.0,0.0
2025-04-23 12:14:41,0.011773264436794969,0.0,0.0,0.0
2025-04-23 12:14:56,0.011773264436794969,0.0,0.0,0.0
2025-04-23 12:15:11,0.011871478313284792,0.0,0.0,0.0
2025-04-23 12:15:26,0.011871478313284792,0.0,0.0,0.0
2025-04-23 12:15:41,0.011871478313284792,0.0,0.0,0.0
2025-04-23 12:15:56,0.011871478313284792,0.0,0.0,0.0
2025-04-23 12:16:11,0.011558531746031733,0.0,0.0,0.0
2025-04-23 12:16:26,0.011558531746031733,0.0,0.0,0.0
2025-04-23 12:16:41,0.011558531746031733,0.0,0.0,0.0
2025-04-23 12:16:56,0.011558531746031733,0.0,0.0,0.0
2025-04-23 12:17:11,0.011787747528313089,0.0,0.0,0.0
2025-04-23 12:17:26,0.011787747528313089,0.0,0.0,0.0
2025-04-23 12:17:41,0.011787747528313089,0.0,0.0,0.0
2025-04-23 12:17:56,0.011787747528313089,0.0,0.0,0.0
2025-04-23 12:18:11,0.009521369037450336,0.0,0.0,0.0
2025-04-23 12:18:26,0.009521369037450336,0.0,0.0,0.0
2025-04-23 12:18:41,0.009521369037450336,0.0,0.0,0.0
2025-04-23 12:18:56,0.009521369037450336,0.0,0.0,0.0
2025-04-23 12:19:11,0.00864140505347344,0.0,0.0,0.0
2025-04-23 12:19:26,0.00864140505347344,0.0,0.0,0.0
2025-04-23 12:19:41,0.00864140505347344,0.0,0.0,0.0
2025-04-23 12:19:56,0.00864140505347344,0.0,0.0,0.0
2025-04-23 12:20:11,0.0077469915303924,0.0,0.0,0.0
2025-04-23 12:20:26,0.0077469915303924,0.0,0.0,0.0
2025-04-23 12:20:41,0.0077469915303924,0.0,0.0,0.0
2025-04-23 12:20:56,0.0077469915303924,0.0,0.0,0.0
2025-04-23 12:21:11,0.006481123788968317,0.0,0.0,0.0
2025-04-23 12:21:26,0.006481123788968317,0.0,0.0,0.0
2025-04-23 12:21:41,0.006481123788968317,0.0,0.0,0.0
2025-04-23 12:21:56,0.006481123788968317,0.0,0.0,0.0
2025-04-23 12:22:11,0.006478643640572109,0.0,0.0,0.0
2025-04-23 12:22:26,0.006478643640572109,0.0,0.0,0.0
2025-04-23 12:22:41,0.006478643640572109,0.0,0.0,0.0
2025-04-23 12:22:56,0.006478643640572109,0.0,0.0,0.0
2025-04-23 12:23:11,0.006474702380952317,0.0,0.0,0.0
2025-04-23 12:23:26,0.006474702380952317,0.0,0.0,0.0
2025-04-23 12:23:41,0.006474702380952317,0.0,0.0,0.0
2025-04-23 12:23:56,0.006474702380952317,0.0,0.0,0.0
2025-04-23 12:24:11,0.00642363787626889,0.0,0.0,0.0
2025-04-23 12:24:26,0.00642363787626889,0.0,0.0,0.0
2025-04-23 12:24:41,0.00642363787626889,0.0,0.0,0.0
2025-04-23 12:24:56,0.00642363787626889,0.0,0.0,0.0
2025-04-23 12:25:11,0.006392361111111093,0.0,0.0,0.0
2025-04-23 12:25:26,0.006392361111111093,0.0,0.0,0.0
2025-04-23 12:25:41,0.006392361111111093,0.0,0.0,0.0
2025-04-23 12:25:56,0.006392361111111093,0.0,0.0,0.0
2025-04-23 12:26:11,0.006654265873015859,0.0,0.0,0.0
2025-04-23 12:26:26,0.006654265873015859,0.0,0.0,0.0
2025-04-23 12:26:41,0.006654265873015859,0.0,0.0,0.0
2025-04-23 12:26:56,0.006654265873015859,0.0,0.0,0.0
2025-04-23 12:27:11,0.007636904761904723,0.0,0.0,0.0
2025-04-23 12:27:26,0.007636904761904723,0.0,0.0,0.0
2025-04-23 12:27:41,0.007636904761904723,0.0,0.0,0.0
2025-04-23 12:27:56,0.007636904761904723,0.0,0.0,0.0
2025-04-23 12:28:11,0.008784226190476165,0.0,0.0,0.0
2025-04-23 12:28:26,0.008784226190476165,0.0,0.0,0.0
2025-04-23 12:28:41,0.008784226190476165,0.0,0.0,0.0
2025-04-23 12:28:56,0.008784226190476165,0.0,0.0,0.0
2025-04-23 12:29:11,0.010600242580375795,0.0,0.0,0.0
2025-04-23 12:29:26,0.010600242580375795,0.0,0.0,0.0
2025-04-23 12:29:41,0.010600242580375795,0.0,0.0,0.0
2025-04-23 12:29:56,0.010600242580375795,0.0,0.0,0.0
2025-04-23 12:30:11,0.011764880952380898,0.0,0.0,0.0
2025-04-23 12:30:26,0.011764880952380898,0.0,0.0,0.0
2025-04-23 12:30:41,0.011764880952380898,0.0,0.0,0.0
2025-04-23 12:30:56,0.011764880952380898,0.0,0.0,0.0
2025-04-23 12:31:11,0.01238586109065813,0.0,0.0,0.0
2025-04-23 12:31:26,0.01238586109065813,0.0,0.0,0.0
2025-04-23 12:31:41,0.01238586109065813,0.0,0.0,0.0
2025-04-23 12:31:56,0.01238586109065813,0.0,0.0,0.0
2025-04-23 12:32:11,0.013342757936507904,0.0,0.0,0.0
2025-04-23 12:32:26,0.013342757936507904,0.0,0.0,0.0
2025-04-23 12:32:41,0.013342757936507904,0.0,0.0,0.0
2025-04-23 12:32:56,0.013342757936507904,0.0,0.0,0.0
2025-04-23 12:33:11,0.014755890898073604,0.0,0.0,0.0
2025-04-23 12:33:26,0.014755890898073604,0.0,0.0,0.0
2025-04-23 12:33:41,0.014755890898073604,0.0,0.0,0.0
2025-04-23 12:33:56,0.014755890898073604,0.0,0.0,0.0
2025-04-23 12:34:11,0.017559596974511184,0.0,0.0,0.0
2025-04-23 12:34:26,0.017559596974511184,0.0,0.0,0.0
2025-04-23 12:34:41,0.017559596974511184,0.0,0.0,0.0
2025-04-23 12:34:56,0.017559596974511184,0.0,0.0,0.0
2025-04-23 12:35:11,0.019726190476190456,0.0,0.0,0.0
2025-04-23 12:35:26,0.019726190476190456,0.0,0.0,0.0
2025-04-23 12:35:41,0.019726190476190456,0.0,0.0,0.0
2025-04-23 12:35:56,0.019726190476190456,0.0,0.0,0.0
2025-04-23 12:36:11,0.02100446428571425,0.0,0.0,0.0
2025-04-23 12:36:26,0.02100446428571425,0.0,0.0,0.0
2025-04-23 12:36:41,0.02100446428571425,0.0,0.0,0.0
2025-04-23 12:36:56,0.02100446428571425,0.0,0.0,0.0
2025-04-23 12:37:11,0.021028769841269824,0.0,0.0,0.0
2025-04-23 12:37:26,0.021028769841269824,0.0,0.0,0.0
2025-04-23 12:37:41,0.021028769841269824,0.0,0.0,0.0
2025-04-23 12:37:56,0.021028769841269824,0.0,0.0,0.0
2025-04-23 12:38:11,0.018880456349206345,0.0,0.0,0.0
2025-04-23 12:38:26,0.018880456349206345,0.0,0.0,0.0
2025-04-23 12:38:41,0.018880456349206345,0.0,0.0,0.0
